cycle,capacity,avg_voltage,min_voltage,avg_current,avg_temp,duration,SOH,RUL,cell
2100,667.4184829442038,3.742031670153846,2.7000365,-17749.65898665496,40.36416039661538,0.037601477233693004,0.9030017875869771,3700,oxford_Cell1
2200,663.9526202195469,3.742237545485467,2.700186,-17748.761810179174,40.378259337662335,0.037408103700727224,0.8983125553947697,3600,oxford_Cell1
2300,661.4396086354981,3.742374365259236,2.700146,-17749.97656587327,40.42450364638311,0.037263966049067676,0.8949125087814178,3500,oxford_Cell1
2400,658.2324497447104,3.742677382189645,2.6999531,-17748.996170214607,40.45575250062383,0.03708532825112343,0.8905732968994196,3400,oxford_Cell1
2500,656.3019662937012,3.742594369680851,2.7001135,-17750.253708692537,40.48525785951189,0.036973943235352635,0.8879613973915149,3300,oxford_Cell1
2600,652.7810452742547,3.7433234485372755,2.7001178,-17749.634185167855,40.51860900062913,0.03677686757873744,0.8831976725985075,3200,oxford_Cell1
2700,651.274269703515,3.7426688089848676,2.6999974,-17749.84789336345,40.477341894073135,0.03669153619557619,0.8811590400633876,3100,oxford_Cell1
2800,648.8501025188361,3.7428102753481007,2.6998773,-17749.936495768936,40.51885063259493,0.03655477880965918,0.877879197869749,3000,oxford_Cell1
2900,645.0218397585212,3.743819211461318,2.6999574,-17748.878400502024,40.43651746259153,0.036341268103569746,0.872699646802078,2900,oxford_Cell1
3000,644.1689847636143,3.7435152985655082,2.6999574,-17750.394278276843,40.57025249569653,0.03629011765588075,0.871545753698075,2800,oxford_Cell1
3100,642.0891597582703,3.74304625001599,2.6999574,-17749.266764152413,40.50840361752478,0.03617524460423738,0.8687317985174979,2700,oxford_Cell1
3200,638.7729233128966,3.743688392928319,2.6999974,-17749.171683441396,40.50111671777564,0.03598859906196594,0.86424500722424,2600,oxford_Cell1
3300,637.8192441609972,3.743018325434643,2.7000377,-17748.25757619547,40.464052947520926,0.03593671997077763,0.8629547013652372,2500,oxford_Cell1
3500,632.2030179733683,3.745066382884053,2.7001004,-17746.573446057988,40.24412404839234,0.03562366159167141,0.8553560770889814,2300,oxford_Cell1
3600,631.7444982024535,3.7448143585310367,2.7000604,-17747.174928408058,40.3355198316542,0.035596618545241654,0.854735710432437,2200,oxford_Cell1
3700,629.5202834064332,3.7450797408349636,2.7001407,-17747.213707198775,40.501468861382904,0.035471213166601956,0.8517263992010133,2100,oxford_Cell1
3800,625.4908168324312,3.7467241263296125,2.7000203,-17748.017394659746,40.436845348653975,0.035242569050751626,0.8462746240219763,2000,oxford_Cell1
3900,625.2583088284471,3.7456788158292276,2.7000203,-17748.088584975587,40.45294666469622,0.03522932738997042,0.845960046064381,1900,oxford_Cell1
4000,623.5531647570597,3.745202498946328,2.6998999,-17748.794725677166,40.50196408396444,0.0351318548200652,0.8436530255309312,1800,oxford_Cell1
4100,620.4774481988763,3.7457507333884847,2.6999803,-17748.872512707876,40.480764504632695,0.034958409261889756,0.8394916520881424,1700,oxford_Cell1
4200,619.5186640586243,3.7449785352336753,2.6998746,-17747.418720115875,40.49315957772621,0.034907249617390335,0.8381944392978427,1600,oxford_Cell1
4300,617.6078318476868,3.7442331386635637,2.699995,-17748.12290698568,40.46304824501329,0.03479820059146732,0.8356091274637388,1500,oxford_Cell1
4400,615.7261856172588,3.743838164254752,2.7001956,-17748.165342655866,40.46354685228409,0.034692098503001034,0.8330633035869601,1400,oxford_Cell1
4500,612.7444427379218,3.744812294436997,2.7001154,-17748.296625264546,40.44848086729222,0.03452383982948959,0.8290290743605105,1300,oxford_Cell1
4600,612.349611637397,3.743229158699296,2.7001956,-17747.413955262873,40.41249004391552,0.03450330963823944,0.8284948770035598,1200,oxford_Cell1
4800,608.8768448422716,3.7430926746797035,2.7000346,-17747.66436295917,40.44707384592043,0.03430714807473123,0.8237963037635181,1000,oxford_Cell1
5000,604.2869401481527,3.7426474184782608,2.6999638,-17745.74251647037,40.39047319327445,0.03405221493449062,0.8175862687561571,800,oxford_Cell1
5100,603.2069763171048,3.7424525989448605,2.6998434,-17746.57382331902,40.39145060585432,0.03398976637981832,0.81612510264391,700,oxford_Cell1
5200,599.8239008415256,3.7461686148186173,2.7001359,-17744.747399027503,40.684576422313484,0.033802613033913076,0.8115478796870129,600,oxford_Cell1
5300,599.8621534882067,3.7438703691991786,2.7002161,-17746.068272441084,40.6943075797399,0.0338022526120767,0.8115996346341946,500,oxford_Cell1
5400,598.158701601549,3.743461799588195,2.7000957,-17745.169115588233,40.690422556280026,0.033707970287650824,0.8092949035875885,400,oxford_Cell1
5500,594.2801484523485,3.745942169810017,2.6999755,-17746.477007613717,40.75604489671848,0.03348693251609802,0.8040473107856494,300,oxford_Cell1
5600,594.4675726175096,3.7433909733080113,2.7000556,-17745.805050880335,40.74882361740332,0.03349876229185611,0.8043008913509206,200,oxford_Cell1
5700,592.857351306983,3.7431510420013856,2.7000155,-17745.782705836107,40.76850227977839,0.033408065675757825,0.8021222991198484,100,oxford_Cell1
5800,590.4253670448167,3.7434535819541033,2.6997349,-17746.606254019352,40.78144194193324,0.03326947637833655,0.7988318806009727,0,oxford_Cell1
5900,589.4471143131173,3.7428177745733198,2.699775,-17745.594640864038,40.746279282828276,0.03321624640375376,0.7975083272562412,0,oxford_Cell1
6000,588.1173065952115,3.7424068148691094,2.6998951,-17745.58337620975,40.766930744502616,0.033141329884529114,0.7957091281373936,0,oxford_Cell1
6100,585.5603691386312,3.7438984266736774,2.7000136,-17744.514105694343,40.803082363477046,0.032999228802509606,0.7922496508333569,0,oxford_Cell1
6200,585.7463794615072,3.742171771784087,2.7002141,-17745.231004183497,40.79044699754644,0.033008378581143916,0.7925013185026814,0,oxford_Cell1
6300,584.1518310216064,3.7415346047435,2.6997731,-17744.62874625419,40.772532254040755,0.03291963809169829,0.7903439313034647,0,oxford_Cell1
6400,581.2757619596863,3.7445003663723067,2.6997731,-17746.403047513824,40.8321776354645,0.032754282001405954,0.7864526763105241,0,oxford_Cell1
6500,581.6547783101196,3.7414235827099507,2.6998935,-17744.726584047727,40.822366022230064,0.03277873538900167,0.7869654766759802,0,oxford_Cell1
6600,580.0334389678039,3.741068585527246,2.6998532,-17744.31344537879,40.82652652476999,0.032688126782886684,0.7847718420047651,0,oxford_Cell1
6700,577.6338801898363,3.747703740227434,2.699935,-17743.543440863326,40.74415458386638,0.03255430981516838,0.7815252944168616,0,oxford_Cell1
6800,577.5893924134589,3.743337786389481,2.7000153,-17743.939182441765,40.76943933866382,0.03255107603035867,0.7814651034832552,0,oxford_Cell1
6900,576.416770813853,3.742773966631054,2.7001758,-17744.02893887138,40.80879391239316,0.032484826166182756,0.7798785735508862,0,oxford_Cell1
7000,573.0979789577467,3.7465424418338107,2.7000954,-17743.92229559517,40.749389394699136,0.032297983416356146,0.7753883248459464,0,oxford_Cell1
7100,573.0979789577467,3.7465424418338107,2.7000954,-17743.92229559517,40.749389394699136,0.032297983416356146,0.7753883248459464,0,oxford_Cell1
7200,574.9714659926825,3.7428722781506605,2.6998549,-17743.768354894626,40.78109647161728,0.032403849181719124,0.7779231095197319,0,oxford_Cell1
7300,572.0375640082297,3.7411146043415857,2.7001355,-17744.34368722856,40.80472365590241,0.032237455947324634,0.773953607918759,0,oxford_Cell1
7400,570.436583787218,3.740624219647355,2.7001355,-17743.728450252664,40.8119091813602,0.0321483452571556,0.7717875186682972,0,oxford_Cell1
7500,568.267859513994,3.741631014631503,2.699832,-17744.316096656003,40.80552061054913,0.03202505980152637,0.7688532848321806,0,oxford_Cell1
7600,567.7929103307428,3.739830421113521,2.7001929,-17744.0703680842,40.78884041178597,0.03199873643461615,0.7682106895603251,0,oxford_Cell1
7700,566.7532309264086,3.739349720608475,2.6997919,-17744.260723905023,40.79084076530243,0.03193980152718723,0.7668040273467023,0,oxford_Cell1
7800,564.2265724626601,3.740730690942161,2.7000725,-17745.09630952336,40.765426004728994,0.03179591160733253,0.7633855168204102,0,oxford_Cell1
7900,564.3176975749817,3.738615056202255,2.6999924,-17744.076910958902,40.770597697708254,0.03180287324357778,0.763508806992054,0,oxford_Cell1
8000,563.0464545433011,3.738134389609917,2.7000725,-17743.47873522962,40.75151154903391,0.03173229959793389,0.7617888445406081,0,oxford_Cell1
8100,560.0135969052836,3.7413366590542525,2.7001529,-17745.189904089224,40.80903719281524,0.03155832830816507,0.757685458226604,0,oxford_Cell1
8200,560.6495828680589,3.7374783565885794,2.6999924,-17743.136143227686,40.72716385102489,0.03159782488364726,0.75854593254061,0,oxford_Cell1
0,734.8189656975843,3.734724948686417,2.699652,-17750.042465288985,40.499935564561206,0.04139786527957767,1.0,5000,oxford_Cell2
100,726.6220579061855,3.7363482116699633,2.6999323,-17748.434076158417,40.42164442102288,0.04093977645970881,0.9888449969665424,4900,oxford_Cell2
200,722.1571400208163,3.737390495166335,2.6999323,-17747.3861201081,40.414787726471424,0.04069061542395502,0.9827687821520125,4800,oxford_Cell2
300,719.2156200035366,3.737397836682843,2.7001479,-17748.742421829713,40.426595697402234,0.04052177490666509,0.9787657281283765,4700,oxford_Cell2
400,714.5823074647996,3.73865225612069,2.7000675,-17747.718298545282,40.40777006666667,0.040263045695610344,0.9724603484974377,4600,oxford_Cell2
500,711.1216758331502,3.7389033426097,2.7000275,-17746.444179848622,40.408104486431874,0.0400709310779348,0.9677508461666642,4500,oxford_Cell2
600,708.0616104027846,3.7391747736445344,2.7001479,-17745.9872436945,40.3824394647724,0.0398995284922421,0.9635864661312896,4400,oxford_Cell2
700,705.4509534216545,3.739185263133372,2.6998377,-17758.268900229417,40.42205248485731,0.03972492308821529,0.9600336768008567,4300,oxford_Cell2
800,701.9102314870742,3.7397095282704123,2.7002387,-17757.694032090778,40.41304891776412,0.03952681750524789,0.9552151812259377,4200,oxford_Cell2
900,699.2549903478053,3.7399610715334903,2.6999981,-17757.330311469468,40.406623299353704,0.03937809867784381,0.9516017182327118,4100,oxford_Cell2
1000,696.6637550136685,3.7403109151577705,2.6999981,-17756.952537473728,40.38615575287526,0.039233008748851717,0.9480753594217672,4000,oxford_Cell2
1100,693.9847933360154,3.740614720870338,2.699918,-17756.53816371775,40.43923640941385,0.03908305277582258,0.9444296156362759,3900,oxford_Cell2
1200,691.2011130181581,3.7407198246656757,2.6999981,-17756.03887740206,40.42117673521545,0.03892737801652402,0.9406413624095582,3800,oxford_Cell2
1300,688.2824454375678,3.740737267830498,2.7000782,-17755.829909287648,40.417546981498056,0.03876346000470221,0.9366694077964659,3700,oxford_Cell2
1400,685.4468687684393,3.740922772370393,2.7001183,-17755.597398728405,40.411980738088104,0.038604265660978854,0.9328105298938839,3600,oxford_Cell2
1600,679.5110214082981,3.740926314752116,2.6999547,-17758.06676999406,40.493198905985494,0.03826463606674224,0.9247325574445663,3400,oxford_Cell2
1800,674.0054456104837,3.741050950289546,2.6999147,-17757.712575638943,40.4795377683633,0.03795535839162767,0.9172401327048375,3200,oxford_Cell2
1900,670.6497832609933,3.7410919916079637,2.7001791,-17757.689830725165,40.4279020762634,0.037766432389616966,0.9126734809087659,3100,oxford_Cell2
2000,667.3525808571167,3.7412424195136964,2.6998632,-17757.478704043693,40.38802808402585,0.03758121945429593,0.9081863860489503,3000,oxford_Cell2
2100,665.2355876842753,3.7416881036751075,2.7001038,-17756.790517971116,40.44058446602841,0.03746344265528023,0.905305413630347,2900,oxford_Cell2
2200,661.5433404840155,3.74182640704969,2.7000377,-17757.30003730082,40.44185112701863,0.03725443931762129,0.9002807104413723,2800,oxford_Cell2
2300,659.7519802009176,3.7417249648194275,2.7000377,-17756.929138929543,40.48383985367372,0.0371543342480436,0.89784288511742,2700,oxford_Cell2
2400,656.2873914063993,3.7421034434428795,2.7001731,-17757.409900982057,40.498462128638494,0.036958221811801195,0.8931279975651788,2600,oxford_Cell2
2500,654.6501051945633,3.7420992084405396,2.6999326,-17756.806384760184,40.52083827016003,0.03686727210879326,0.890899848472318,2500,oxford_Cell2
2600,650.3893528573778,3.7423109418825016,2.7001457,-17757.6092413066,40.538349725837016,0.036625666194595397,0.8851014783484051,2400,oxford_Cell2
2700,649.6653133077699,3.741924070218147,2.7000253,-17756.90852414584,40.520316920328796,0.036586337140761316,0.8841161478338061,2300,oxford_Cell2
2800,647.1329168947415,3.7421319950158725,2.7000253,-17756.8107435004,40.532147353968256,0.036443922435864806,0.8806698616990649,2200,oxford_Cell2
2900,642.1348249865453,3.742777786756238,2.7000654,-17756.68506173136,40.476797472488805,0.036162703298032284,0.8738680613352823,2100,oxford_Cell2
3000,641.7052831471693,3.7428340084507044,2.6998651,-17756.897383784013,40.56020144590269,0.03613808087538928,0.8732835066906316,2000,oxford_Cell2
3100,638.9952205493706,3.742496210318226,2.7001057,-17756.679589955667,40.52496510928962,0.03598590230103582,0.869595438303303,1900,oxford_Cell2
3200,634.9703545346578,3.743120599061793,2.7000253,-17756.812362883757,40.516193736007764,0.03575896716210991,0.8641180810185847,1800,oxford_Cell2
3300,634.2086228227167,3.7428765277939746,2.7000253,-17756.31602849641,40.502423436345964,0.03571706754155457,0.8630814560163735,1700,oxford_Cell2
3500,627.7048777025079,3.744556815445026,2.6999314,-17756.645524647585,40.33287734882199,0.03535013378132135,0.8542306431987776,1500,oxford_Cell2
3600,628.1200744890406,3.7447224493132762,2.7000515,-17755.904817319686,40.398446917266185,0.035374991479329765,0.8547956759563882,1400,oxford_Cell2
3700,626.1354826394687,3.7450205639763783,2.6996908,-17756.000648430836,40.55692658234908,0.035263030673377216,0.8520948857723898,1300,oxford_Cell2
3800,621.1583132684733,3.7462032114417996,2.6999314,-17756.539931171097,40.464756234457674,0.034981659264303744,0.8453215584586746,1200,oxford_Cell2
3900,621.4628930235764,3.745827006876033,2.7000916,-17756.142446552327,40.46984868297521,0.03499959607142955,0.8457360547758919,1100,oxford_Cell2
4000,619.5183548363003,3.745396382592838,2.7000115,-17756.248507602675,40.506973361405834,0.03488987369928509,0.84308977279618,1000,oxford_Cell2
4100,615.5350095355564,3.7457423562562564,2.6998913,-17756.528598297704,40.48787027360694,0.03466498805209994,0.8376689201961625,900,oxford_Cell2
4200,614.8821184840259,3.7453312916137653,2.6999724,-17756.756102267896,40.492834794520554,0.034627779736183584,0.8367804142076015,800,oxford_Cell2
4300,612.8973459219055,3.7446850448056304,2.7000124,-17756.106839914555,40.46622335321716,0.0345172657398507,0.8340793780956168,700,oxford_Cell2
4400,610.9128049558445,3.744542099798252,2.6999724,-17755.981645786243,40.45096029354405,0.03440574242267758,0.8313786571579407,600,oxford_Cell2
4500,607.28245491411,3.7454069855548036,2.7000926,-17756.33011811672,40.4685902297023,0.03420061303768307,0.8264381885374987,500,oxford_Cell2
4600,606.9661398070712,3.7443915983417937,2.699852,-17755.841858044434,40.4315713177665,0.03418373840395361,0.8260077218214709,400,oxford_Cell2
4800,603.2893260278694,3.744344910010214,2.6998186,-17755.770539850746,40.468160961865856,0.033976798760704696,0.8210040216574294,200,oxford_Cell2
5000,565.6961522931484,3.720027082788671,2.7001085,-17755.679776764482,40.49576631989833,0.031859724200330675,0.7698442455906362,0,oxford_Cell2
5100,577.9189479132826,3.723112667164179,2.699908,-17754.983699219934,40.490651550106605,0.03254938847385347,0.7864779964744758,0,oxford_Cell2
5200,575.4802012975294,3.726550581263383,2.7000628,-17755.17282478322,40.677804366167024,0.03241168719250709,0.783159156420534,0,oxford_Cell2
5300,580.878875800554,3.725174959618105,2.6999424,-17754.72614613963,40.6727544013437,0.032716573448851705,0.790506101389353,0,oxford_Cell2
5400,581.026022733551,3.725124242806645,2.7001429,-17754.471645197642,40.6631660661011,0.03272533044219017,0.790706350620614,0,oxford_Cell2
5500,575.9512937736342,3.7287732057417977,2.7000628,-17754.90969943337,40.72938213908702,0.03243870101869106,0.7838002564711534,0,oxford_Cell2
5600,578.8701634543729,3.726406030553584,2.7000227,-17754.711988204377,40.703107674237046,0.03260346257593483,0.7877724861181763,0,oxford_Cell2
5700,578.0391777470296,3.7261847305614784,2.6999824,-17754.540105163996,40.701196590262974,0.032556974329054356,0.7866416147796087,0,oxford_Cell2
5800,575.294154472195,3.725780064905391,2.6998622,-17754.72303937133,40.75148059478758,0.03240202972665429,0.7829059691267659,0,oxford_Cell2
5900,574.6726428197767,3.7257279005718367,2.7000227,-17754.585915198986,40.69348293781272,0.0323672752128914,0.7820601667163337,0,oxford_Cell2
6000,573.0003167713386,3.725514870322581,2.7001028,-17754.466690300047,40.68753851505377,0.0322733010398224,0.779784332631335,0,oxford_Cell2
6100,567.463746839281,3.7273301254071662,2.699995,-17755.176893341224,40.77465250850525,0.031960180145688355,0.772249728612505,0,oxford_Cell2
6200,570.4755641019322,3.725548339704824,2.7000754,-17754.594731896606,40.71492984665227,0.03213086584582925,0.7763484487098992,0,oxford_Cell2
6300,568.8010284364556,3.7254754990971475,2.7001555,-17754.424552205,40.67429842759119,0.032036856980994344,0.7740696076025702,0,oxford_Cell2
6400,562.7251821399774,3.7287573009489052,2.6998749,-17755.058020367193,40.791810111313865,0.031693508848547935,0.765801113483464,0,oxford_Cell2
6500,565.7941735212776,3.7254905110707806,2.699955,-17754.49614657404,40.73718843629764,0.03186737070791423,0.7699776406616741,0,oxford_Cell2
6600,563.8357095455017,3.7254131210200363,2.7002356,-17753.90167486627,40.73125694790528,0.03175812587141991,0.7673124073631341,0,oxford_Cell2
6700,561.4334759774204,3.729484167264082,2.7000074,-17754.925355320327,40.76478154206291,0.03162099269684404,0.7640432571639407,0,oxford_Cell2
6800,564.0030095218641,3.7274463357611074,2.7000475,-17754.157751730665,40.75002358739986,0.031767090782523155,0.7675400824561465,0,oxford_Cell2
6900,562.1277485994194,3.7267203293021556,2.6998072,-17753.76996235032,40.74851978662769,0.031662158435210586,0.764988078479678,0,oxford_Cell2
7000,556.2119202810296,3.732866242577548,2.6999273,-17754.321227961096,40.75696646602659,0.031327969511039555,0.7569373495320743,0,oxford_Cell2
7100,556.3346788557027,3.7274406150609076,2.7000074,-17752.468892740868,40.79921174529347,0.031338154687546194,0.757104409148665,0,oxford_Cell2
7200,556.887525681366,3.7253725194321534,2.7000475,-17754.192072583897,40.793339510693215,0.03136625327169895,0.7578567670102214,0,oxford_Cell2
7300,557.1166198494262,3.723404574050866,2.7002881,-17753.882435275016,40.76509362476963,0.03137970285024494,0.7581685365463312,0,oxford_Cell2
7400,501.4350458651225,3.6973829522932027,2.7000475,-17753.354770236485,40.74508760687961,0.028244238113984466,0.6823926290322353,0,oxford_Cell2
7500,562.233702061415,3.7174437858655955,2.6998472,-17753.38006289951,40.69749477538349,0.031668822397477925,0.7651322683644546,0,oxford_Cell2
7600,558.6320678634678,3.718104487095588,2.6999273,-17753.53741237401,40.722946510294115,0.031465672655031085,0.7602308785445442,0,oxford_Cell2
7700,544.914770679986,3.7090790116094987,2.7002881,-17754.291308391643,40.823267436486994,0.030691717169247568,0.7415632912559396,0,oxford_Cell2
0,735.119595112905,3.734807433444816,2.6998932,-17711.045410191717,40.31596408389075,0.041505983332172036,1.0,6300,oxford_Cell3
100,726.6872270437656,3.7355135601353253,2.6999333,-17707.070554758495,40.26657622215958,0.041039093281142414,0.9885292568376656,6200,oxford_Cell3
200,722.7328355075854,3.736126105102041,2.7000134,-17706.73045596818,40.26400230782313,0.04081655514892191,0.9831500075801718,6100,oxford_Cell3
300,720.2066836195169,3.736152810327169,2.6997411,-17709.542426260803,40.27578666372689,0.04066743003204465,0.9797136253848631,6000,oxford_Cell3
400,716.0503279000582,3.7370155810872676,2.6999819,-17707.19179286737,40.26339975822604,0.04043810104485601,0.9740596396292251,5900,oxford_Cell3
500,713.0840304729683,3.7372873486641773,2.7001824,-17704.88333719808,40.27004126457915,0.04027583356946707,0.9700245173895108,5800,oxford_Cell3
600,710.0583119725138,3.73735923054514,2.7002225,-17702.765664840837,40.25854406374387,0.04010973428376019,0.9659085633045299,5700,oxford_Cell3
700,708.5077117739089,3.7372740067246375,2.6999826,-17751.44631799868,40.27927709188407,0.03991238842718303,0.9637992463866932,5600,oxford_Cell3
800,705.5725275613336,3.7376619203725263,2.6999826,-17750.295634530838,40.28367688533178,0.03974961582571268,0.9598064481643516,5500,oxford_Cell3
900,703.2127351410794,3.7379814723422897,2.7001431,-17749.82997511481,40.29082589690421,0.03961771191097796,0.9565963685583363,5400,oxford_Cell3
1000,700.8922491815016,3.7380772909756814,2.6999426,-17749.09579752407,40.27883490184588,0.03948861255776137,0.9534397584298558,5300,oxford_Cell3
1100,698.6703028506131,3.7379785055833086,2.7002232,-17748.509681607455,40.32740492418454,0.03936472628265619,0.950417194012229,5200,oxford_Cell3
1200,696.3460284543626,3.738294638012386,2.7000227,-17748.005534738026,40.30574594367444,0.0392348850145936,0.9472554303866879,5100,oxford_Cell3
1300,693.9320435294495,3.7381101747041416,2.6999826,-17747.881862418573,40.306667409171595,0.03909914323594421,0.9439716314770121,5000,oxford_Cell3
1400,691.4782753365478,3.7382705975653208,2.7001431,-17747.577357279377,40.30483368171022,0.03896155476104468,0.9406337144779082,4900,oxford_Cell3
1600,686.4039761027119,3.7384833480705955,2.6999369,-17750.558426504933,40.34498209003889,0.03866913146339357,0.9337310291630697,4700,oxford_Cell3
1800,681.1264227231039,3.738727382182695,2.6998568,-17749.57042942861,40.33805293066024,0.03837396018207073,0.9265518525846009,4500,oxford_Cell3
1900,678.2317768750305,3.7389372781410843,2.7000468,-17749.879309828124,40.29613079140176,0.03821021248586476,0.9226141996267461,4400,oxford_Cell3
2000,675.4148558999498,3.739145391547583,2.699929,-17749.72331456405,40.26427745910611,0.038051846786402166,0.918782277591464,4300,oxford_Cell3
2100,673.3918106771276,3.738851358323171,2.7000494,-17748.392775387012,40.292492898170735,0.03794071753509343,0.9160302829007071,4200,oxford_Cell3
2200,669.9072324045648,3.7394899400367874,2.6999252,-17749.328584914118,40.312553312691605,0.03774239297490567,0.911290131371992,4100,oxford_Cell3
2300,667.9872304226006,3.739289259883184,2.7001257,-17748.255729709428,40.33140990408854,0.0376364957774058,0.9086783087587351,4000,oxford_Cell3
2400,665.1830232248433,3.739795796387774,2.7001688,-17749.239398335394,40.36236466069775,0.037476418539881706,0.9048636815655549,3900,oxford_Cell3
2500,663.1787555105219,3.739424524798762,2.6999283,-17748.024386108085,40.37135754458205,0.03736605623271316,0.9021372303491191,3800,oxford_Cell3
2600,659.6375677156237,3.7400269095890413,2.6998887,-17749.28009563298,40.39334534028642,0.037163899978622794,0.8973200715923125,3700,oxford_Cell3
2700,658.3707894367438,3.739306772747115,2.6998887,-17748.022058119954,40.36722713564079,0.03709516068920493,0.8955968441238823,3600,oxford_Cell3
2800,655.8547865798171,3.739577314182843,2.7001693,-17747.838087172644,40.37949090137759,0.036953780450858176,0.8921742678877798,3500,oxford_Cell3
2900,651.9694142612814,3.740392109795276,2.6997683,-17747.663488897473,40.35313556251968,0.03673521941527724,0.8868889070507597,3400,oxford_Cell3
3000,650.9774306129659,3.7398774671712394,2.7001293,-17747.79805880961,40.41199225890887,0.036679047741927207,0.885539489003805,3300,oxford_Cell3
3100,648.7293266569452,3.7396266809177217,2.7000492,-17747.543470841396,40.38622266962025,0.03655290370807052,0.8824813417703941,3200,oxford_Cell3
3200,645.0933332983059,3.740350338096754,2.7001293,-17747.875125236023,40.399918005728836,0.0363473491743207,0.8775352168366941,3100,oxford_Cell3
3500,638.1805844078301,3.741950546460746,2.7004573,-17747.9558716532,40.27404265122265,0.03595768939703703,0.8681316464021255,2800,oxford_Cell3
3600,637.7480160822042,3.741835094301352,2.6998959,-17746.552289686995,40.29670567868642,0.035936159780249,0.8675432138144192,2700,oxford_Cell3
3700,635.89805559061,3.7418026638682593,2.7002568,-17746.676203130068,40.35322723345173,0.03583166631869972,0.8650266702426075,2600,oxford_Cell3
3800,632.3420224158799,3.743051089253247,2.7000163,-17747.108632976557,40.37358948214286,0.035630418569780886,0.8601893169760496,2500,oxford_Cell3
3900,631.7149177351412,3.742296189242769,2.6998158,-17746.902552102296,40.367729336366594,0.03559549816418439,0.8593362521347534,2400,oxford_Cell3
4000,629.6603428366021,3.742026372872514,2.7000563,-17746.905181094342,40.39648158526247,0.035479722428135574,0.8565413669049242,2300,oxford_Cell3
4100,626.6624752776828,3.7424948130733946,2.6998158,-17747.226987605827,40.40083073623853,0.03531015699263662,0.8524632990927625,2200,oxford_Cell3
4200,625.6675662566968,3.7417583175254348,2.6999269,-17747.785435945767,40.40801436560552,0.035252987989224494,0.8511099015944503,2100,oxford_Cell3
4300,623.802889529931,3.74131114361422,2.6999669,-17746.601087243056,40.383267006254115,0.03515026951208711,0.8485733391913227,2000,oxford_Cell3
4400,621.8625686928474,3.7409246448662925,2.6998065,-17746.772596010785,40.387684841862004,0.03504059580154717,0.8459338763746832,1900,oxford_Cell3
4500,618.4472051369663,3.741844375763612,2.7001274,-17747.022197486418,40.383960332005316,0.034847654635086656,0.8412878792082541,1800,oxford_Cell3
4600,617.397062827596,3.741002852444297,2.6998465,-17746.47680757812,40.34800710143,0.03478955244645476,0.8398593466043734,1700,oxford_Cell3
