cycle,avg_voltage,min_voltage,avg_current,avg_temp,duration,capacity,SOH,RUL,cell
56,2.754037640820734,1.9962997,3.1771954395915967,32.351216177105826,20.008601666666316,1.0766542,1.0,1133,severson_b1_c0
57,2.7413030855203617,1.9977427,3.125428665370218,32.41873401131222,20.008494999999918,1.0753976,1.0,1132,severson_b1_c0
58,2.754028644615385,1.9995708,3.151672580365634,32.40096352747253,20.00865333333349,1.0765858,1.0,1131,severson_b1_c0
59,2.7405804496644293,1.9979362,3.1156023704535283,32.409038250559284,20.008654999999756,1.0752628,1.0,1130,severson_b1_c0
60,2.7283717893905193,1.9980736,3.0859969666878713,32.79195897291197,20.00858166666682,1.0767044,1.0,1129,severson_b1_c0
61,2.7461136794183445,1.9959049,3.145523388478747,33.1505823310962,20.008286666666876,1.0769024,1.0,1128,severson_b1_c0
62,2.7158621371559635,1.9995155,3.041868007558382,33.334176451834864,20.008476666666688,1.0770562,1.0,1127,severson_b1_c0
63,2.760226848329621,1.999547,3.1904031068961327,33.18378329621381,20.008296666666382,1.0770824,1.0,1126,severson_b1_c0
64,2.7410727781902553,1.9970036,3.1328543705230962,32.78882277030163,20.00835500000006,1.0769807,1.0,1125,severson_b1_c0
65,2.7356854472850682,1.9988546,3.127243295641711,32.57659050904977,20.00835166666657,1.0765196,1.0,1124,severson_b1_c0
66,2.7335353359375003,1.9995546,3.1194898476806006,32.57864150892857,20.008591666666327,1.0765632,1.0,1123,severson_b1_c0
67,2.7318684887614677,1.9995232,3.1081283115262712,32.49342483715596,20.008745000000154,1.0766724,1.0,1122,severson_b1_c0
68,2.7425068521348313,1.9972439,3.1552951629499484,32.528707546067416,20.008551666666364,1.0765343,1.0,1121,severson_b1_c0
69,2.727099758165548,1.9963093,3.078161331559894,32.4560452818792,20.00861666666654,1.0766476,1.0,1120,severson_b1_c0
70,2.7481163730941702,1.9995489,3.1698730903261314,32.4735657735426,20.008498333333407,1.0766002,1.0,1119,severson_b1_c0
71,2.7482587659142212,1.9996071,3.1355362221403653,32.454532749435664,20.008946666666688,1.0753345,1.0,1118,severson_b1_c0
72,2.75629851803653,1.9995279,3.1827472404462434,32.49254807534247,20.008506666667138,1.0763972,1.0,1117,severson_b1_c0
73,2.7132260572398192,1.9995518,3.025710387916495,32.58649665158371,20.008456666666703,1.07514,1.0,1116,severson_b1_c0
74,2.7393972164044946,1.9995871,3.1266764928702755,32.59620267640449,20.00864999999952,1.0763736,1.0,1115,severson_b1_c0
75,2.7408389729166664,1.9995146,3.134782490052609,32.5612026412037,20.008818333333082,1.0762513,1.0,1114,severson_b1_c0
76,2.7417812086363638,1.9985628,3.139715127919421,32.63860359772727,20.00861666666654,1.0763264,1.0,1113,severson_b1_c0
77,2.7367668732860517,1.9971218,3.133014149630346,32.654653789598115,20.008594999999815,1.0762902,1.0,1112,severson_b1_c0
78,2.7553322770925113,1.9970102,3.203151150987184,32.59428295374449,20.008681666666718,1.0763192,1.0,1111,severson_b1_c0
79,2.7355846923250566,1.9995966,3.094877428029961,32.58951875846501,20.008541666666858,1.0762045,1.0,1110,severson_b1_c0
80,2.7280694512528467,1.9995422,3.075053109633464,32.53653137585421,20.008743333333406,1.0762365,1.0,1109,severson_b1_c0
81,2.7242619347826094,1.9995565,3.078232366245059,32.520174835240276,20.008506666667138,1.0762444,1.0,1108,severson_b1_c0
82,2.720286882599119,1.9995794,3.077501599881858,32.556279246696036,20.00861833333329,1.0761995,1.0,1107,severson_b1_c0
83,2.754045840131579,1.9967871,3.1706841351156303,32.4147168881579,20.0086016666668,1.0761882,1.0,1106,severson_b1_c0
84,2.7413408863534676,1.9995708,3.151234239853569,32.42344236912752,20.00878500000011,1.0762265,1.0,1105,severson_b1_c0
85,2.7456632795100226,1.9992847,3.1420549273273943,32.39381011581292,20.008911666666975,1.0763329,1.0,1104,severson_b1_c0
86,2.7401587220454546,1.9995375,3.1364577895723134,32.488861177272724,20.008574999999837,1.0760512,1.0,1103,severson_b1_c0
87,2.7481595496598636,1.9995174,3.186937131282209,32.40773204761905,20.008748333333642,1.0762264,1.0,1102,severson_b1_c0
88,2.7221259847926267,1.9995203,3.0491084831378292,32.38435820737327,20.008474999999933,1.076053,1.0,1101,severson_b1_c0
89,2.7391853027149318,1.9995079,3.116795220627314,32.48374412895927,20.00889500000048,1.0749464,1.0,1100,severson_b1_c0
90,2.726682607013575,1.9995766,3.082849193099547,32.51217297963801,20.008999999999652,1.0761249,1.0,1099,severson_b1_c0
91,2.7397232145496533,1.9977303,3.128106280048289,32.56355560046189,20.00872166666668,1.0760405,1.0,1098,severson_b1_c0
92,2.735028126966293,1.9994993,3.104500271025536,32.546405267415736,20.008798333333104,1.0748079,1.0,1097,severson_b1_c0
93,2.7490888838202245,1.9972267,3.1641097459897853,32.5331124764045,20.008716666666444,1.0759902,1.0,1096,severson_b1_c0
94,2.729578127312775,1.9967804,3.1054903390048056,32.62629748017621,20.008803333332374,1.0758985,1.0,1095,severson_b1_c0
95,2.723318771167048,1.998889,3.079681453840233,32.52827945766591,20.008423333333724,1.0758245,1.0,1094,severson_b1_c0
96,2.7237745879907624,1.9995441,3.067840873923997,32.50482564203234,20.00867666666648,1.0758753,1.0,1093,severson_b1_c0
97,2.724541629638009,1.999568,3.0962266936939526,32.55524890045249,20.00877500000061,1.0758419,1.0,1092,severson_b1_c0
98,2.7449705574889864,1.9995279,3.1340889166700037,32.47097864977973,20.00903500000034,1.0759112,1.0,1091,severson_b1_c0
99,2.738683364285714,1.9972277,3.1460475363108764,32.546839854910715,20.00878166666662,1.0758784,1.0,1090,severson_b1_c0
100,2.735295693877551,1.9973831,3.116546240762729,32.54571836054422,20.00879999999986,1.0759126,1.0,1089,severson_b1_c0
101,2.7416105394678487,1.9988489,3.1270501155694417,32.483725319290464,20.009000000000626,1.0758415,1.0,1088,severson_b1_c0
102,2.729093546190476,1.9995451,3.0969567103549784,32.60835463571429,20.008614999999793,1.0757886,1.0,1087,severson_b1_c0
103,2.7411775216216214,1.999567,3.1297832869615068,32.557956704954954,20.009040000000574,1.0758218,1.0,1086,severson_b1_c0
104,2.7154067968397286,1.9994793,3.030448459279704,32.65954570880361,20.009011666666872,1.0757833,1.0,1085,severson_b1_c0
105,2.747177247368421,1.9968319,3.1636281781443722,32.57355759725401,20.008511666667374,1.0758278,1.0,1084,severson_b1_c0
106,2.731959009151786,1.9975433,3.1172072875974024,32.638504734375,20.008858333334018,1.0758644,1.0,1083,severson_b1_c0
107,2.7438622178970915,1.9995289,3.117184875741305,32.527101959731546,20.008956666667167,1.0756383,1.0,1082,severson_b1_c0
108,2.7307224641203702,1.999506,3.0995127776031146,32.599415129629634,20.00885333333281,1.0757459,1.0,1081,severson_b1_c0
109,2.7357252318284426,1.9994946,3.1331452131069155,32.56410541534989,20.008945000000494,1.0757282,1.0,1080,severson_b1_c0
110,2.739246107865169,1.9994793,3.1509908080449436,32.54302760449438,20.009045000000015,1.0756657,1.0,1079,severson_b1_c0
111,2.7396924158730163,1.9995403,3.125482448155019,32.56808914058957,20.00873833333332,1.0756232,1.0,1078,severson_b1_c0
112,2.750152260958904,1.9995089,3.1703822450477377,32.467819301369865,20.009073333333312,1.0756211,1.0,1077,severson_b1_c0
113,2.7488447002272727,1.9995203,3.160815932566116,32.521812588636365,20.008873333333334,1.0756699,1.0,1076,severson_b1_c0
114,2.7383115015730337,1.9978104,3.1330557882288046,32.54989715505618,20.008793333333358,1.0755961,1.0,1075,severson_b1_c0
115,2.7281486238738744,1.9972916,3.099135672137592,32.487632204954956,20.008935000000022,1.0741987,1.0,1074,severson_b1_c0
116,2.734067034338747,1.9995518,3.120333239592912,32.49173346171693,20.008663333333303,1.0756382,1.0,1073,severson_b1_c0
117,2.7316585020594966,1.9975328,3.1022495326627832,32.44914245080092,20.008908333333295,1.0756032,1.0,1072,severson_b1_c0
118,2.7332461265624994,1.9983654,3.122393712623782,32.45821931026786,20.00891000000005,1.0755146,1.0,1071,severson_b1_c0
119,2.738813450566894,1.9982767,3.125187190552463,32.485611405895696,20.008859999999913,1.0755045,1.0,1070,severson_b1_c0
120,2.735576373496659,1.9987297,3.1007847444786396,32.490684142538974,20.008773333333252,1.0753888,1.0,1069,severson_b1_c0
121,2.7485832174208142,1.9995651,3.1639999100904976,32.5243137443439,20.008823333333325,1.0752513,1.0,1068,severson_b1_c0
122,2.735084881514477,1.9976749,3.1199912483032994,32.54259656570156,20.009006666666636,1.075214,1.0,1067,severson_b1_c0
123,2.7386362433035716,1.9979706,3.1332702083076294,32.55383828348214,20.00889833333337,1.0752245,1.0,1066,severson_b1_c0
124,2.735628085876993,1.9984102,3.1052714011679434,32.54352537129841,20.008860000000034,1.0751811,1.0,1065,severson_b1_c0
125,2.7362840158256883,1.9995432,3.1239436771100912,32.5956672293578,20.008963333333426,1.0752125,1.0,1064,severson_b1_c0
126,2.749071205936073,1.9994974,3.1636672086135325,32.64607243378995,20.00876500000001,1.0752281,1.0,1063,severson_b1_c0
127,2.754123187082405,1.999548,3.1613876984996963,32.59753254120267,20.009158333333232,1.07524,1.0,1062,severson_b1_c0
128,2.7438776822869952,1.9988346,3.151921650515695,32.65969082735426,20.00900166666664,1.0752876,1.0,1061,severson_b1_c0
129,2.737841458597285,1.9995584,3.1190078808473873,32.698003418552034,20.00861666666679,1.0752187,1.0,1060,severson_b1_c0
130,2.7437941623059863,1.9995317,3.1628759832150775,32.6018633059867,20.009049999999846,1.075147,1.0,1059,severson_b1_c0
131,2.740610533624454,1.9975462,3.1325819006788405,32.51087944541485,20.009043333333345,1.0751264,1.0,1058,severson_b1_c0
132,2.7375014924311927,1.9995489,3.132084818411176,32.50958142889908,20.009243333333387,1.0737574,1.0,1057,severson_b1_c0
133,2.7446173770642206,1.9995203,3.1846781152939942,32.47573495871559,20.00889166666675,1.0747384,1.0,1056,severson_b1_c0
134,2.7377665174208143,1.9973965,3.117149255096668,32.470251402714936,20.009043333333345,1.0744451,1.0,1055,severson_b1_c0
135,2.751016357522124,1.9977713,3.188854177174175,32.49128290044248,20.009168333333463,1.0728469,0.999482300490049,1054,severson_b1_c0
136,2.7351129785388126,1.9984512,3.1006425958219177,32.53387542465754,20.008881666666518,1.0728441,0.9994796919627359,1053,severson_b1_c0
137,2.7328932597701145,1.9988031,3.10279162153605,32.50116035862069,20.008991666666653,1.07452,1.0,1052,severson_b1_c0
138,2.743164113013699,1.9985304,3.1455829587069317,32.51110644977169,20.008805000000095,1.073329,0.9999314329963426,1051,severson_b1_c0
139,2.7244482080275225,1.9994888,3.0617592896434527,32.479704649082564,20.00883499999982,1.0747689,1.0,1050,severson_b1_c0
140,2.7576401993227995,1.9976826,3.2111669960599216,32.48024696839729,20.00917833333321,1.0747482,1.0,1049,severson_b1_c0
141,2.7386087449541283,1.9990196,3.1438355443390327,32.50045487155963,20.009088333333295,1.0710337,0.9977930927314691,1048,severson_b1_c0
142,2.7306837414634146,1.9975996,3.0872925685768995,32.39864038359202,20.008803333333347,1.0746664,1.0,1047,severson_b1_c0
143,2.732044432653061,1.9973364,3.1064202392290245,32.39548754875283,20.00902166666662,1.0747198,1.0,1046,severson_b1_c0
144,2.7462309060889933,1.999568,3.1508184594890354,32.39348322014052,20.00918999999994,1.0746906,1.0,1045,severson_b1_c0
145,2.735945047685185,1.9984293,3.12651958310606,32.522008622685185,20.008919999999975,1.0721986,0.9988783332553879,1044,severson_b1_c0
146,2.7451299029680367,1.9995604,3.1618540419842254,32.5141028173516,20.008798333333353,1.0733948,0.9999927333881993,1043,severson_b1_c0
147,2.7513087557522122,1.9995546,3.1644893388917943,32.546222526548675,20.009051666666586,1.0745389,1.0,1042,severson_b1_c0
148,2.7247098009615387,1.9984226,3.1151651875874125,32.571872526442306,20.00872166666668,1.0743873,1.0,1041,severson_b1_c0
149,2.741170261059908,1.998868,3.175870535724759,32.539220824884794,19.99853166666677,1.0740879,1.0,1040,severson_b1_c0
150,2.7405387665934065,1.9995136,3.1303912249450545,32.383034575824176,54.35257666666633,1.0744152,1.0,1039,severson_b1_c0
151,2.740383932522124,1.9995346,3.142829232180209,32.46469012610619,20.00900499999989,1.074378,1.0,1038,severson_b1_c0
152,2.753354857432432,1.9995012,3.18598009987715,32.37228309234234,20.009086666666555,1.0743593,1.0,1037,severson_b1_c0
153,2.738741323720931,1.9990616,3.1479453667463004,32.397945630232556,20.008883333333266,1.0742767,1.0,1036,severson_b1_c0
154,2.743458207424594,1.9987574,3.1651412831090484,32.38483680278422,20.00894333333369,1.0742306,1.0,1035,severson_b1_c0
155,2.746868600231482,1.9995403,3.1525458475610266,32.34210215509259,20.009081666666802,1.0739679,1.0,1034,severson_b1_c0
156,2.739701643935927,1.9995298,3.1541700359871023,32.47088365675057,20.009341666666536,1.0732156,0.9998257876401639,1033,severson_b1_c0
157,2.7392760002217296,1.9991322,3.1378887970126987,32.51696992239467,20.00921333333342,1.0736821,1.0,1032,severson_b1_c0
158,2.73440340625,1.9983435,3.111342448053977,32.542589830357144,20.009020000000113,1.0737848,1.0,1031,severson_b1_c0
159,2.7310504896470587,1.9985075,3.1289507670267374,32.59306649882353,20.008973333333167,1.0738961,1.0,1030,severson_b1_c0
160,2.73454342,1.9991007,3.127910719058586,32.66566087333334,20.00879999999986,1.0742747,1.0,1029,severson_b1_c0
161,2.7413383930803574,1.9995174,3.1593048996327107,32.59905775446429,20.009051666666835,1.0730073,0.999631731840411,1028,severson_b1_c0
162,2.748370146325167,1.9978638,3.161808388386312,32.522762737193766,20.009074999999818,1.0730597,0.9996805485658409,1027,severson_b1_c0
163,2.742698443438914,1.9988289,3.157756338496503,32.48275221266968,20.009126666666994,1.0715735,0.9982959795327493,1026,severson_b1_c0
164,2.7419630054117645,1.9975452,3.146490808162566,32.493812868235295,20.00913333333301,1.071436,0.9981678822093406,1025,severson_b1_c0
165,2.745305582379863,1.9995117,3.1719211742562927,32.51490471624714,20.00912833333326,1.0687023,0.995621121096595,1024,severson_b1_c0
166,2.743643937962963,1.9995108,3.1518610666456226,32.574803796296294,20.00874166666666,1.0677084,0.9946951870621515,1023,severson_b1_c0
167,2.7222242290909087,1.9993668,3.0707617951301653,32.63745738863636,20.009326666666794,1.0725,0.9991591225883,1022,severson_b1_c0
168,2.7373862158013544,1.9994106,3.1167419756987487,32.844224550790074,20.00903833333335,1.0736258,1.0,1021,severson_b1_c0
169,2.7493114109813086,1.9995413,3.1805903764464736,32.85487479906542,20.009056666666588,1.0730176,0.9996413274944554,1020,severson_b1_c0
170,2.7292006207852193,1.998723,3.1114967090804115,32.90472738106235,20.008808333333093,1.0737669,1.0,1019,severson_b1_c0
171,2.740228644144144,1.9995127,3.1371443592649464,32.68514968693694,20.00915500000022,1.0739388,1.0,1018,severson_b1_c0
172,2.7310884866822427,1.9990988,3.1328415173237047,32.52318749065421,20.009100000000032,1.0714852,0.9982137177606983,1017,severson_b1_c0
173,2.7436921655480986,1.9987345,3.162382258692291,32.53221736465325,20.009423333333203,1.0713842,0.9981196244540491,1016,severson_b1_c0
174,2.734635690092166,1.9995041,3.12666635427943,32.528841912442395,20.009135000000242,1.0700154,0.9968444272447261,1015,severson_b1_c0
175,2.7394274373033705,1.9995584,3.1422921751113377,32.74392097303371,20.009104999999785,1.0639316,0.9911766563636049,1014,severson_b1_c0
176,2.743730932662192,1.9990616,3.157917179627822,32.927524899328866,20.009255000000117,1.0678089,0.9947888145603522,1013,severson_b1_c0
177,2.7332303774418607,1.9976368,3.1120340381712475,33.005290937209296,20.008933333333218,1.0715845,0.998306227318622,1012,severson_b1_c0
178,2.7539880074492094,1.9993191,3.174058495074902,33.00149835214447,20.009041666666356,1.0691396,0.9960285171658797,1011,severson_b1_c0
179,2.727746990022676,1.9995222,3.085494906101834,33.035260746031746,20.008820000000313,1.07152,0.9982461380287321,1010,severson_b1_c0
180,2.7461752544857765,1.9990425,3.1454166907937133,32.93064396498906,20.009148333333727,1.0702107,0.9970263720248116,1009,severson_b1_c0
181,2.750638910561798,1.9995232,3.166557603454545,32.75608765617977,20.00872333333342,1.0714779,0.9982069169573466,1008,severson_b1_c0
182,2.7413531161662816,1.9995527,3.1414551463342426,32.48925124711316,20.009368333333505,1.0737666,1.0,1007,severson_b1_c0
183,2.7367127766203705,1.998354,3.1465161432196966,32.474056849537035,20.00951499999986,1.0734777,1.0,1006,severson_b1_c0
184,2.720639233638444,1.9995203,3.092382988758061,32.544170478260874,20.009455000000408,1.0734123,1.0,1005,severson_b1_c0
185,2.7298310220264317,1.9995298,3.1000823265598716,32.50306625550661,20.009411666666473,1.0733159,0.9999192288149852,1004,severson_b1_c0
186,2.7311850896396397,1.9995193,3.1098066813533984,32.56887538963964,20.00963833333323,1.0732638,0.9998706915746245,1003,severson_b1_c0
187,2.7394234880898876,1.9995623,3.1429162293237995,32.58566800224719,20.00959166666628,1.0731425,0.9997576864449556,1002,severson_b1_c0
188,2.7512503705069125,1.9990234,3.1759973900649348,32.52821226267281,20.00935666666676,1.072943,0.9995718288739005,1001,severson_b1_c0
189,2.7375253418823533,1.9995308,3.149893555922995,32.56300337176471,20.009584999999305,1.0719339,0.998631734262615,1000,severson_b1_c0
190,2.74408182154195,1.9994984,3.1711146551123472,32.5678383106576,20.009269999999866,1.0716102,0.9983301698728883,999,severson_b1_c0
191,2.739338275170843,1.9995527,3.1214464558231514,32.537985592255126,20.00930833333308,1.0724705,0.9991316398898232,998,severson_b1_c0
192,2.738985551011236,1.998683,3.1329452628580174,32.53884991460674,20.009500000000116,1.0728638,0.999498044815617,997,severson_b1_c0
193,2.7351000446902654,1.9995575,3.1170136014078835,32.653715975663715,20.009465000000397,1.0730959,0.999714273097531,996,severson_b1_c0
194,2.752179518693694,1.9995203,3.175919484561834,32.788438524774776,20.009179999999468,1.0696446,0.9964989836991264,995,severson_b1_c0
195,2.7536594578587703,1.9995871,3.1771511621909294,32.91556390432802,20.009226666666407,1.0709413,0.9977070113301384,994,severson_b1_c0
196,2.7306481608796296,1.9995461,3.104414022462121,33.04586113194444,20.009353333333273,1.0647488,0.9919379736922567,993,severson_b1_c0
197,2.7526094333333333,1.9995184,3.1784878727604813,32.857042429223746,20.009139999999512,1.067211,0.994231800817326,992,severson_b1_c0
198,2.7375659587443946,1.9995127,3.1450264512759882,32.700157293721965,20.00932333333379,1.0692852,0.9961641605861583,991,severson_b1_c0
199,2.7347004274774775,1.9995165,3.1205191508783785,32.52295498198198,20.009306666666333,1.0644047,0.9916174043178207,990,severson_b1_c0
200,2.742031688139535,1.9995394,3.1543131617019022,32.57302478837209,20.009376666666746,1.0692478,0.9961293181141913,989,severson_b1_c0
201,2.7501065022371365,1.9981594,3.1641303958368927,32.699197950782995,20.009576666666547,1.0729612,0.9995887843014353,988,severson_b1_c0
202,2.739157982903982,1.9995518,3.152740858552267,33.055361245901636,20.009390000000714,1.0719513,0.9986479443966317,987,severson_b1_c0
203,2.7565576018018016,1.9994745,3.186394659682637,33.19320973648649,20.00956833333378,1.0734826,1.0,986,severson_b1_c0
204,2.7296496660633487,1.9989929,3.1215544786795557,33.47897980995475,20.009213333333413,1.0711106,0.997864734070888,985,severson_b1_c0
205,2.736406341491841,1.9995165,3.1405716167789786,33.424536377622374,20.00932833333306,1.0728359,0.9994720527041764,984,severson_b1_c0
206,2.7380177522624436,1.9992771,3.1256446002139033,33.416819067873305,20.009053333333576,1.0686156,0.9955403499115801,983,severson_b1_c0
207,2.7443842803782506,1.9995689,3.15740317374597,33.300406352245865,20.00928166666612,1.0722553,0.9989311559334771,982,severson_b1_c0
208,2.728649703424658,1.9995384,3.081754607791614,33.02829073744292,20.009789999999334,1.0722088,0.9988878357477428,981,severson_b1_c0
209,2.726844943488372,1.9995689,3.0880525567695556,32.64893912558139,20.00947333333412,1.0730858,0.9997048637668662,980,severson_b1_c0
210,2.73582303712297,1.9993744,3.1335758474941997,32.43380388863109,20.009616666667476,1.0728866,0.9995192856808804,979,severson_b1_c0
211,2.730701445102506,1.9995642,3.1196252385131493,32.4695511025057,20.009389999999748,1.0728358,0.9994719595424866,978,severson_b1_c0
212,2.7268202093749996,1.9995689,3.1061840172849022,32.5106885,20.009560000000057,1.0728077,0.9994457811076664,977,severson_b1_c0
213,2.7356268377314814,1.998745,3.1096430810227274,32.445004902777775,20.009671666667174,1.07278,0.9994199753196051,976,severson_b1_c0
214,2.73108025,1.9996061,3.1367333953294407,32.50552235550459,20.0095299999996,1.0726694,0.9993169384907397,975,severson_b1_c0
215,2.7336325905781584,1.9995337,3.1236293606969046,32.463046728051395,20.009634999999733,1.0725751,0.9992290870173035,974,severson_b1_c0
216,2.7255583827740493,1.9995584,3.0864207106426678,32.49066277852349,20.009810000000286,1.0714912,0.9982193074620836,973,severson_b1_c0
217,2.7519007274336285,1.9995241,3.1700463865667734,32.43457003539823,20.00988499999997,1.0725292,0.9991863258017074,972,severson_b1_c0
